budget,id,original_language,original_title,popularity,release_date,revenue,runtime,title,avg_user_score,num_votes,director,genre,num_actors,lead_actor,num_famous_actors,has_famous_lead,production_company_main,has_multiple_production_companies,production_country_main,has_multiple_production_countries,release_year,season_releaed,decade_released,2024_adjusted_budget,2024_adjusted_revenue
42000000,2155,en,Reindeer Games,11.470135,2000-02-25,32168970,124.0,Reindeer Games,5.4,173,John Frankenheimer,Thriller,19.0,Ben Affleck,3,True,Dimension Films,True,United States of America,False,2000,Winter,2000,76515370,58605253
36000000,8409,en,A Man Apart,19.854932,2003-04-04,44350926,109.0,A Man Apart,5.8,258,F. Gary Gray,Action,15.0,Vin Diesel,0,False,New Line Cinema,True,Germany,True,2003,Spring,2000,61375663,75612986
37000000,222936,en,Aloha,29.652536,2015-05-27,26250020,105.0,Aloha,5.2,692,Cameron Crowe,Drama,17.0,Bradley Cooper,3,True,Scott Rudin Productions,True,United States of America,False,2015,Spring,2010,48973562,34744783
37000000,48171,en,The Rite,11.492474,2011-01-28,96047633,114.0,The Rite,5.8,556,Mikael Håfström,Drama,12.0,Anthony Hopkins,3,True,New Line Cinema,True,United States of America,True,2011,Winter,2010,51603526,133956662
36000000,782,en,Gattaca,70.398356,1997-09-07,12532777,106.0,Gattaca,7.5,1808,Andrew Niccol,Thriller,12.0,Ethan Hawke,4,True,Columbia Pictures,True,United States of America,False,1997,Fall,1990,70351173,24491543
36000000,75531,de,Isn't She Great,1.068453,2000-01-28,3003296,95.0,Isn't She Great,4.6,14,Andrew Bergman,Drama,8.0,Bette Midler,2,False,Universal Pictures,True,United States of America,False,2000,Winter,2000,65584602,5471388
37000000,11802,en,Space Chimps,6.293217,2008-07-17,63800345,81.0,Space Chimps,5.2,99,Kirk De Micco,Animation,17.0,Andy Samberg,3,False,Starz Media,True,United States of America,False,2008,Summer,2000,53921443,92978559
35000000,18785,en,The Hangover,82.21166,2009-06-05,459270619,100.0,The Hangover,7.2,6173,Todd Phillips,Comedy,87.0,Bradley Cooper,3,True,Legendary Pictures,True,Germany,True,2009,Summer,2000,51170700,671462829
36000000,365222,cn,葉問3,19.167377,2015-12-19,156844753,105.0,Ip Man 3,6.5,379,Wilson Yip,Action,16.0,Donnie Yen,0,False,Mandarin Films Distribution Co.,False,Hong Kong,False,2015,Winter,2010,47649952,207601248
33000000,817,en,Austin Powers: The Spy Who Shagged Me,18.316151,1999-06-08,310940086,95.0,Austin Powers: The Spy Who Shagged Me,6.2,1011,Jay Roach,Adventure,18.0,Mike Myers,3,False,New Line Cinema,True,United States of America,False,1999,Summer,1990,62143243,585540158
35000000,268,en,Batman,44.104469,1989-06-23,411348924,126.0,Batman,7.0,2096,Tim Burton,Fantasy,19.0,Jack Nicholson,0,False,PolyGram Filmed Entertainment,True,United Kingdom,True,1989,Summer,1980,88585417,1041129022
35000000,943,en,Lethal Weapon 3,36.172182,1992-05-15,321731527,118.0,Lethal Weapon 3,6.4,811,Richard Donner,Adventure,11.0,Mel Gibson,2,True,Silver Pictures,True,United States of America,False,1992,Spring,1990,78252117,719319235
29000000,22881,en,The Blind Side,25.767395,2009-11-20,309208309,129.0,The Blind Side,7.2,1597,John Lee Hancock,Drama,21.0,Sandra Bullock,2,True,Alcon Entertainment,True,United States of America,False,2009,Fall,2000,42398580,452068731
35000000,10054,en,Spy Kids,21.543389,2001-03-18,147934180,88.0,Spy Kids,5.5,867,Robert Rodriguez,Action,16.0,Alexa PenaVega,7,False,Dimension Films,True,United States of America,False,2001,Spring,2000,62016046,262122655
35000000,51540,en,Horrible Bosses,50.309843,2011-07-08,117000000,98.0,Horrible Bosses,6.5,2277,Seth Gordon,Comedy,20.0,Jennifer Aniston,6,True,New Line Cinema,True,United States of America,False,2011,Summer,2010,48814146,163178717
38000000,44264,en,True Grit,49.292384,2010-12-22,252276927,110.0,True Grit,7.2,1668,Joel Coen,Drama,31.0,Jeff Bridges,4,True,Paramount Pictures,True,United States of America,False,2010,Winter,2010,54662175,362894885
35000000,350,en,The Devil Wears Prada,83.893257,2006-06-30,326551094,109.0,The Devil Wears Prada,7.0,3088,David Frankel,Comedy,18.0,Meryl Streep,3,True,Twentieth Century Fox Film Corporation,True,United States of America,False,2006,Summer,2000,54472688,508231880
35000000,152,en,Star Trek: The Motion Picture,24.616634,1979-12-06,139000000,132.0,Star Trek: The Motion Picture,6.2,530,Robert Wise,Science Fiction,16.0,William Shatner,0,False,Paramount Pictures,False,United States of America,False,1979,Winter,1970,151266464,600743956
35000000,109431,en,Identity Thief,34.005726,2013-02-07,173965010,111.0,Identity Thief,5.6,1645,Seth Gordon,Comedy,38.0,Jason Bateman,6,True,Stuber Productions,True,United States of America,False,2013,Winter,2010,47131752,234265021
35000000,1598,en,Cape Fear,27.714043,1991-11-15,182300000,128.0,Cape Fear,7.0,675,Martin Scorsese,Crime,27.0,Robert De Niro,2,True,Universal Pictures,True,United States of America,False,1991,Fall,1990,80632246,419978813
35000000,8065,en,21,45.149948,2008-03-27,69823199,123.0,21,6.5,1375,Robert Luketic,Drama,13.0,Jim Sturgess,3,False,Columbia Pictures,True,United States of America,False,2008,Spring,2000,51006771,101755883
35000000,271718,en,Trainwreck,72.774941,2015-07-17,140795793,125.0,Trainwreck,5.9,1181,Judd Apatow,Comedy,34.0,Amy Schumer,2,False,Universal Pictures,True,United States of America,False,2015,Summer,2010,46326342,186358688
35000000,11638,en,Guess Who,3.74263,2005-03-25,68915888,105.0,Guess Who,5.5,225,Kevin Rodney Sullivan,Comedy,7.0,Bernie Mac,1,False,Columbia Pictures,True,United States of America,False,2005,Spring,2000,56227847,110714056
27000000,409,en,The English Patient,29.381878,1996-11-14,231976425,162.0,The English Patient,7.0,542,Anthony Minghella,Drama,40.0,Ralph Fiennes,3,True,Miramax Films,True,United Kingdom,True,1996,Fall,1990,53996758,463924998
35000000,2118,en,L.A. Confidential,24.860326,1997-09-19,126216940,138.0,L.A. Confidential,7.7,1310,Curtis Hanson,Crime,62.0,Kevin Spacey,4,True,Regency Enterprises,True,United States of America,False,1997,Fall,1990,68396973,246653048
35000000,11459,en,Sky High,11.041659,2005-07-29,86369815,100.0,Sky High,5.8,550,Mike Mitchell,Adventure,20.0,Michael Angarano,2,False,Walt Disney Pictures,True,United States of America,False,2005,Summer,2000,56227847,138753963
35000000,9348,en,Species,23.607071,1995-07-07,113374103,108.0,Species,5.5,453,Roger Donaldson,Science Fiction,53.0,Natasha Henstridge,4,False,Metro-Goldwyn-Mayer (MGM),False,United States of America,False,1995,Summer,1990,72051345,233393047
1800000,377,en,A Nightmare on Elm Street,38.204158,1984-11-14,25504513,91.0,A Nightmare on Elm Street,7.2,1180,Wes Craven,Horror,29.0,John Saxon,1,False,New Line Cinema,True,United States of America,False,1984,Fall,1980,5432868,76979254
33000000,8843,en,The Cell,25.413955,2000-08-17,104155843,107.0,The Cell,6.0,436,Tarsem Singh,Horror,20.0,Jennifer Lopez,5,True,New Line Cinema,True,Germany,True,2000,Summer,2000,60119219,189750543
35000000,39486,en,Secretariat,9.525037,2010-08-20,60251371,123.0,Secretariat,6.8,103,Randall Wallace,Drama,26.0,Diane Lane,3,False,Walt Disney Pictures,True,United States of America,False,2010,Summer,2010,50346740,86670290
34000000,1273,en,TMNT,18.39217,2007-03-23,95608995,90.0,TMNT,6.0,345,Kevin Munroe,Adventure,15.0,Chris Evans,2,False,The Weinstein Company,True,United States of America,False,2007,Spring,2000,51439722,144650004
32000000,13920,en,Radio,9.254647,2003-10-24,52277485,109.0,Radio,6.8,141,Mike Tollin,Drama,6.0,Cuba Gooding Jr.,2,True,Revolution Studios,True,United States of America,False,2003,Fall,2000,54556145,89126814
35000000,50544,en,Friends with Benefits,40.526587,2011-07-21,150483765,109.0,Friends with Benefits,6.5,2237,Will Gluck,Romance,16.0,Justin Timberlake,3,False,Castle Rock Entertainment,True,United States of America,False,2011,Summer,2010,48814146,209878185
35000000,325133,en,Neighbors 2: Sorority Rising,50.179171,2016-05-04,108758521,91.0,Neighbors 2: Sorority Rising,5.6,1462,Nicholas Stoller,Comedy,30.0,Seth Rogen,3,True,Universal Pictures,True,United States of America,False,2016,Spring,2010,45746568,142152260
35000000,140823,en,Saving Mr. Banks,31.957947,2013-11-16,112544580,125.0,Saving Mr. Banks,7.3,1226,John Lee Hancock,Comedy,18.0,Emma Thompson,4,True,Walt Disney Pictures,True,Australia,True,2013,Fall,2010,47131752,151554950
34000000,1883,en,Malcolm X,19.822791,1992-11-18,48169908,202.0,Malcolm X,7.2,370,Spike Lee,Drama,69.0,Denzel Washington,4,True,JVC Entertainment,True,United States of America,False,1992,Fall,1990,76016343,107697066
35000000,89492,en,This Is 40,38.429648,2012-12-20,88058786,134.0,This Is 40,5.6,896,Judd Apatow,Comedy,26.0,Paul Rudd,2,True,Apatow Productions,False,United States of America,False,2012,Winter,2010,47822690,120320230
35000000,22949,en,Old Dogs,13.707843,2009-11-24,92219310,88.0,Old Dogs,5.2,210,Walt Becker,Comedy,22.0,Robin Williams,5,True,Walt Disney Pictures,True,United States of America,False,2009,Fall,2000,51170700,134826475
35000000,12437,en,Underworld: Rise of the Lycans,51.927471,2009-01-22,91353501,92.0,Underworld: Rise of the Lycans,6.2,1428,Patrick Tatopoulos,Fantasy,19.0,Bill Nighy,2,True,Lakeshore Entertainment,True,United States of America,False,2009,Winter,2000,51170700,133560645
35000000,2959,en,License to Wed,14.503568,2007-07-04,69307224,91.0,License to Wed,5.2,253,Ken Kwapis,Comedy,13.0,Robin Williams,1,True,Village Roadshow Pictures,True,Australia,True,2007,Summer,2000,52952655,104857187
30000000,11648,en,Must Love Dogs,11.120167,2005-07-21,58405313,98.0,Must Love Dogs,5.8,140,Gary David Goldberg,Comedy,20.0,Diane Lane,3,False,Team Todd,True,United States of America,False,2005,Summer,2000,48195297,93828714
35000000,9366,en,Donnie Brasco,40.370442,1997-02-27,41954997,127.0,Donnie Brasco,7.4,1147,Mike Newell,Crime,12.0,Johnny Depp,2,True,TriStar Pictures,True,United States of America,False,1997,Winter,1990,68396973,81988423
33000000,1576,en,Resident Evil,40.715623,2002-03-15,102984862,100.0,Resident Evil,6.4,2065,Paul W.S. Anderson,Horror,22.0,Milla Jovovich,1,False,Impact Pictures,True,France,True,2002,Spring,2000,57553902,179611535
10700000,609,en,Poltergeist,36.230204,1982-06-04,122200000,114.0,Poltergeist,7.0,794,Tobe Hooper,Horror,16.0,Craig T. Nelson,0,False,SLM Production Group,True,United States of America,False,1982,Summer,1980,34771065,397105061
35000000,13051,en,Max Payne,25.903237,2008-10-15,85416905,100.0,Max Payne,5.2,613,John Moore,Action,17.0,Mark Wahlberg,1,True,Dune Entertainment,True,United States of America,True,2008,Fall,2000,51006771,124481157
40000000,49530,en,In Time,60.231382,2011-10-27,173930596,109.0,In Time,6.7,3417,Andrew Niccol,Action,26.0,Justin Timberlake,0,False,Regency Enterprises,True,United States of America,False,2011,Fall,2010,55787595,242579243
35000000,34806,en,The Back-Up Plan,18.38292,2010-04-23,77477008,106.0,The Back-Up Plan,5.7,458,Alan Poul,Comedy,15.0,Jennifer Lopez,2,True,Escape Artists,True,United States of America,False,2010,Spring,2010,50346740,111448995
35000000,49022,en,Something Borrowed,14.029012,2011-05-05,59901913,112.0,Something Borrowed,5.9,296,Luke Greenfield,Comedy,13.0,Kate Hudson,0,False,Alcon Entertainment,True,United States of America,False,2011,Spring,2010,48814146,83544592
35000000,23479,en,The Bad News Bears,6.889633,1976-04-07,35323292,102.0,The Bad News Bears,6.9,97,Michael Ritchie,Comedy,17.0,Walter Matthau,0,False,Paramount Pictures,False,United States of America,False,1976,Spring,1970,192847029,194628340
35000000,11667,en,Street Fighter,19.286099,1994-12-22,99423521,102.0,Street Fighter,4.1,325,Steven E. de Souza,Action,14.0,Jean-Claude Van Damme,0,False,Universal Pictures,True,Japan,True,1994,Winter,1990,74072688,210416213
35000000,423,en,The Pianist,50.587541,2002-09-24,120072577,150.0,The Pianist,8.0,1864,Roman Polanski,Drama,74.0,Adrien Brody,0,False,Bac Films,True,France,True,2002,Fall,2000,61042017,209413495
40000000,10066,en,House of Wax,17.157738,2005-04-30,68766121,113.0,House of Wax,5.5,677,Jaume Collet-Serra,Horror,15.0,Elisha Cuthbert,0,False,Village Roadshow Pictures,True,United States of America,False,2005,Spring,2000,64260396,110473454
27000000,2288,en,Closer,22.636908,2004-12-01,115505027,104.0,Closer,6.7,811,Mike Nichols,Drama,18.0,Julia Roberts,3,True,Columbia Pictures,False,United States of America,False,2004,Winter,2000,44835722,191805603
35000000,88794,en,J. Edgar,28.069419,2011-11-09,84606030,137.0,J. Edgar,6.0,741,Clint Eastwood,Drama,19.0,Leonardo DiCaprio,4,True,Imagine Entertainment,True,United States of America,False,2011,Fall,2010,48814146,117999174
35000000,13515,en,Mirrors,19.774543,2008-08-15,72436439,110.0,Mirrors,6.0,485,Alexandre Aja,Horror,9.0,Kiefer Sutherland,1,False,Regency Enterprises,True,Romania,True,2008,Summer,2000,51006771,105564252
35000000,11979,en,Queen of the Damned,11.644243,2002-02-10,45479110,101.0,Queen of the Damned,5.4,239,Michael Rymer,Drama,12.0,Stuart Townsend,0,False,Village Roadshow Pictures,True,Australia,True,2002,Winter,2000,61042017,79318189
35000000,169,en,Predator 2,27.934978,1990-11-20,57120318,108.0,Predator 2,5.9,730,Stephen Hopkins,Science Fiction,38.0,Kevin Peter Hall,2,False,Twentieth Century Fox Film Corporation,True,United States of America,False,1990,Fall,1990,84031565,137140277
35000000,8090,en,Untraceable,12.677505,2008-01-22,32483410,101.0,Untraceable,5.9,238,Gregory Hoblit,Drama,18.0,Diane Lane,0,False,Lakeshore Entertainment,True,United States of America,False,2008,Winter,2000,51006771,47339253
35000000,11622,en,Blast from the Past,8.737058,1999-02-12,40263020,112.0,Blast from the Past,6.3,245,Hugh Wilson,Comedy,14.0,Brendan Fraser,1,False,New Line Cinema,True,United States of America,False,1999,Winter,1990,65909500,75820443
35000000,3604,en,Flash Gordon,12.343507,1980-09-01,27107960,111.0,Flash Gordon,6.1,233,Mike Hodges,Science Fiction,19.0,Sam J. Jones,0,False,Dino De Laurentiis Company,True,United States of America,False,1980,Fall,1980,133272395,103221222
35000000,9541,en,Jersey Girl,14.699342,2004-03-25,36098382,102.0,Jersey Girl,5.8,325,Kevin Smith,Comedy,14.0,Ben Affleck,6,True,Miramax Films,True,United States of America,False,2004,Spring,2000,58120380,59944334
45000000,94348,en,Alex Cross,14.513243,2012-10-18,30353232,101.0,Alex Cross,5.1,300,Rob Cohen,Action,12.0,Tyler Perry,2,False,Summit Entertainment,False,United States of America,False,2012,Fall,2010,61486316,41473520
35000000,8197,en,Midnight in the Garden of Good and Evil,5.525544,1997-11-21,25105255,155.0,Midnight in the Garden of Good and Evil,6.3,157,Clint Eastwood,Crime,17.0,John Cusack,3,True,Warner Bros.,True,United States of America,False,1997,Fall,1990,68396973,49060670
8900000,336004,en,Heist,15.079993,2015-11-13,4100000,93.0,Heist,5.6,318,Scott Mann,Crime,37.0,Jeffrey Dean Morgan,3,False,Emmett/Furla Films,True,United States of America,False,2015,Fall,2010,11780127,5426800
35000000,35019,en,Nanny McPhee and the Big Bang,23.835055,2010-03-26,93246388,109.0,Nanny McPhee and the Big Bang,6.0,436,Susanna White,Comedy,17.0,Emma Thompson,4,True,Universal Pictures,True,United States of America,True,2010,Spring,2010,50346740,134132906
30000000,8836,en,The X Files: I Want to Believe,25.454549,2008-07-24,68369434,104.0,The X Files: I Want to Believe,5.5,523,Chris Carter,Drama,42.0,David Duchovny,1,False,Twentieth Century Fox Film Corporation,True,Canada,True,2008,Summer,2000,43720089,99637258
31000000,14442,en,Ella Enchanted,22.71592,2004-04-09,27388767,96.0,Ella Enchanted,5.9,437,Tommy O'Haver,Family,17.0,Anne Hathaway,2,True,World 2000 Entertainment,True,Ireland,True,2004,Spring,2000,51478051,45481302
35000000,321741,en,Concussion,35.120736,2015-11-12,50363790,123.0,Concussion,7.0,823,Peter Landesman,Drama,72.0,Will Smith,4,True,Columbia Pictures,True,Australia,True,2015,Fall,2010,46326342,66662005
35000000,59965,en,Abduction,19.893646,2011-09-22,82087155,106.0,Abduction,5.6,961,John Singleton,Thriller,34.0,Taylor Lautner,5,False,Lions Gate Films,True,United States of America,False,2011,Fall,2010,48814146,114486125
35000000,14175,en,Valiant,14.051852,2005-03-25,19478106,76.0,Valiant,5.2,235,Gary Chapman,Animation,15.0,Ewan McGregor,4,True,Vanguard Films,True,United Kingdom,False,2005,Spring,2000,56227847,31291770
35000000,11918,en,Superhero Movie,19.088655,2008-03-27,25871834,85.0,Superhero Movie,4.9,379,Craig Mazin,Action,16.0,Drake Bell,3,False,Dimension Films,False,United States of America,False,2008,Spring,2000,51006771,37703963
56000000,98357,en,Broken City,29.490057,2013-01-18,19701164,109.0,Broken City,5.7,593,Allen Hughes,Thriller,22.0,Mark Wahlberg,3,True,Regency Enterprises,True,United States of America,False,2013,Winter,2010,75410804,26530011
35000000,10012,en,Cursed,11.195593,2005-02-25,19294901,97.0,Cursed,5.1,167,Wes Craven,Horror,16.0,Portia de Rossi,1,False,Craven-Maddalena Films,True,Germany,True,2005,Winter,2000,56227847,30997449
35000000,49526,en,Premium Rush,17.709888,2012-08-24,31083599,91.0,Premium Rush,6.2,832,David Koepp,Crime,10.0,Joseph Gordon-Levitt,1,False,Pariah Entertainment Group,False,United States of America,False,2012,Summer,2010,47822690,42471467
35000000,268920,en,Hot Pursuit,18.262017,2015-05-08,51680201,87.0,Hot Pursuit,5.4,647,Anne Fletcher,Action,114.0,Reese Witherspoon,1,True,New Line Cinema,True,United States of America,False,2015,Spring,2010,46326342,68404419
35000000,9093,en,The Four Feathers,10.10364,2002-09-08,29882645,132.0,The Four Feathers,6.5,159,Shekhar Kapur,War,49.0,Heath Ledger,2,False,Paramount Pictures,True,United Kingdom,True,2002,Fall,2000,61042017,52117055
35000000,119283,en,Parker,28.670477,2013-01-23,46216641,118.0,Parker,5.7,1455,Taylor Hackford,Action,31.0,Jason Statham,4,True,SND,False,United States of America,False,2013,Winter,2010,47131752,62236322
31000000,11823,en,Wimbledon,16.736734,2004-09-13,41512007,98.0,Wimbledon,6.0,293,Richard Loncraine,Comedy,10.0,Kirsten Dunst,3,True,Universal Pictures,False,France,True,2004,Fall,2000,51478051,68934104
35000000,35169,en,Furry Vengeance,13.668633,2010-04-02,39340177,92.0,Furry Vengeance,4.6,149,Roger Kumble,Comedy,16.0,Brendan Fraser,1,False,Summit Entertainment,True,United Arab Emirates,True,2010,Spring,2010,50346740,56589991
27000000,849,en,Krull,9.904881,1983-07-29,16519460,117.0,Krull,5.8,129,Peter Yates,Fantasy,25.0,Ken Marshall,1,False,Columbia Pictures Corporation,True,Spain,True,1983,Summer,1980,85052802,52038013
35000000,4515,en,Lions for Lambs,9.789027,2007-10-22,63215872,92.0,Lions for Lambs,6.0,216,Robert Redford,Action,8.0,Robert Redford,3,False,Cruise/Wagner Productions,True,United States of America,False,2007,Fall,2000,52952655,95641379
35000000,6575,en,Walk Hard: The Dewey Cox Story,10.73522,2007-12-21,18317151,96.0,Walk Hard: The Dewey Cox Story,6.6,212,Jake Kasdan,Comedy,39.0,John C. Reilly,8,True,Columbia Pictures Corporation,True,United States of America,False,2007,Winter,2000,52952655,27712622
35000000,13496,en,American Outlaws,6.727949,2001-08-17,13678913,94.0,American Outlaws,5.7,55,Les Mayfield,Action,15.0,Colin Farrell,2,True,Morgan Creek Productions,False,United States of America,False,2001,Summer,2000,62016046,24237489
35000000,18320,en,The Young Victoria,16.343317,2009-03-04,27409889,105.0,The Young Victoria,7.0,322,Jean-Marc Vallée,Drama,21.0,Emily Blunt,3,False,GK Films,False,United Kingdom,True,2009,Spring,2000,51170700,40073806
40000000,22787,en,Whiteout,14.818718,2009-09-09,12206028,101.0,Whiteout,5.3,220,Dominic Sena,Action,17.0,Kate Beckinsale,0,False,StudioCanal,True,Canada,True,2009,Fall,2000,58480800,17845457
32000000,8967,en,The Tree of Life,43.862456,2011-05-18,54674226,139.0,The Tree of Life,6.5,987,Terrence Malick,Drama,18.0,Brad Pitt,2,True,Fox Searchlight Pictures,True,United States of America,False,2011,Spring,2010,44630076,76253590
35000000,144336,en,Sabotage,27.903999,2014-03-28,17508518,110.0,Sabotage,5.5,555,David Ayer,Action,57.0,Arnold Schwarzenegger,2,True,Open Road Films,True,United States of America,False,2014,Spring,2010,46382461,23202518
35000000,9616,en,The Order,3.746806,2003-09-05,11560806,102.0,The Order,4.8,91,Brian Helgeland,Drama,10.0,Heath Ledger,0,False,Twentieth Century Fox Film Corporation,True,Germany,True,2003,Fall,2000,59670784,19709781
20500000,13056,en,Punisher: War Zone,17.112498,2008-12-05,10089373,102.0,Punisher: War Zone,5.6,294,Lexi Alexander,Action,17.0,Ray Stevenson,0,False,Lionsgate,True,Canada,True,2008,Winter,2000,29875394,14703610
35000000,14113,en,Zoom,10.304172,2006-08-11,12506188,83.0,Zoom,4.9,135,Peter Hewitt,Family,15.0,Tim Allen,0,False,Columbia Pictures,True,United States of America,False,2006,Summer,2000,54472688,19464162
35000000,285783,en,The Walk,37.335721,2015-09-30,61181942,123.0,The Walk,6.9,1121,Robert Zemeckis,Adventure,65.0,Joseph Gordon-Levitt,1,False,TriStar Pictures,True,United States of America,False,2015,Fall,2010,46326342,80981017
35000000,9726,en,A Good Year,16.782471,2006-09-09,42064105,118.0,A Good Year,6.5,357,Ridley Scott,Comedy,63.0,Russell Crowe,1,True,Fox 2000 Pictures,True,United States of America,False,2006,Fall,2000,54472688,65466996
35000000,20763,en,Radio Flyer,3.503408,1992-02-21,4651977,114.0,Radio Flyer,6.6,53,Richard Donner,Drama,19.0,Elijah Wood,2,True,Columbia Pictures,True,United States of America,False,1992,Winter,1990,78252117,10400773
35000000,9280,en,Femme Fatale,9.07278,2002-11-06,16838910,114.0,Femme Fatale,6.2,142,Brian De Palma,Thriller,19.0,Rebecca Romijn,1,False,Epsilon Motion Pictures,True,Switzerland,True,2002,Fall,2000,61042017,29368030
35000000,11876,en,Le Hussard sur le toit,2.877488,1995-09-20,15000000,135.0,The Horseman on the Roof,6.7,25,Jean-Paul Rappeneau,War,29.0,Juliette Binoche,0,False,France 2 Cinéma,True,France,False,1995,Fall,1990,72051345,30879148
38000000,22267,en,Ride with the Devil,5.516207,1999-11-24,635096,138.0,Ride with the Devil,6.6,49,Ang Lee,Drama,11.0,Tobey Maguire,3,False,Universal Pictures,True,United States of America,False,1999,Fall,1990,71558885,1195967
35000000,1969,es,Bandidas,20.27704,2006-01-18,10496317,93.0,Bandidas,5.8,307,Joachim Rønning,Action,17.0,Penélope Cruz,3,False,Ultra Films,True,United States of America,True,2006,Winter,2000,54472688,16336074
34000000,198663,en,The Maze Runner,131.815575,2014-09-10,348319861,113.0,The Maze Runner,7.0,5371,Wes Ball,Action,37.0,Dylan O'Brien,1,False,Ingenious Media,True,United States of America,False,2014,Fall,2010,45057247,461598064
35000000,239573,en,Unfinished Business,16.832312,2015-03-05,14431253,91.0,Unfinished Business,5.0,320,Ken Scott,Comedy,16.0,Vince Vaughn,3,True,Studio Babelsberg,True,United States of America,False,2015,Spring,2010,46326342,19101348
34000000,10436,en,The Age of Innocence,9.133747,1993-09-17,32255440,139.0,The Age of Innocence,7.0,169,Martin Scorsese,Drama,24.0,Daniel Day-Lewis,2,False,Columbia Pictures,False,United States of America,False,1993,Fall,1990,73824027,70036073
35000000,1381,en,The Fountain,24.606012,2006-09-06,15304890,96.0,The Fountain,6.8,827,Darren Aronofsky,Drama,14.0,Hugh Jackman,1,True,Regency Enterprises,True,United States of America,False,2006,Fall,2000,54472688,23819957
70000000,2162,en,Chill Factor,3.276912,1999-09-01,11263966,101.0,Chill Factor,5.3,29,Hugh Johnson,Action,9.0,Cuba Gooding Jr.,2,True,Warner Bros.,True,United States of America,False,1999,Fall,1990,131818999,21211496
35000000,127493,en,Stolen,16.830184,2012-05-17,2106557,96.0,Stolen,5.1,344,Simon West,Action,13.0,Nicolas Cage,3,True,Saturn Films,True,United States of America,False,2012,Spring,2010,47822690,2878321
41677699,12429,ja,崖の上のポニョ,39.58676,2008-07-19,187479518,100.0,Ponyo,7.5,926,Hayao Miyazaki,Animation,24.0,Yuria Nara,4,False,Studio Ghibli,True,Japan,False,2008,Summer,2000,60738424,273220708
34000000,228205,en,The Longest Ride,41.946523,2015-04-09,63013281,128.0,The Longest Ride,7.3,1064,"George Tillman, Jr.",Drama,19.0,Scott Eastwood,0,False,Fox 2000 Pictures,True,United States of America,False,2015,Spring,2010,45002732,83404995
75000000,2900,en,The Astronaut's Wife,20.697556,1999-08-26,19598588,109.0,The Astronaut's Wife,5.4,254,Rand Ravich,Drama,36.0,Johnny Depp,2,True,New Line Cinema,True,United States of America,False,1999,Summer,1990,141234642,36906661
35000000,192136,en,Mandela: Long Walk to Freedom,15.50957,2013-12-06,27330000,141.0,Mandela: Long Walk to Freedom,6.5,224,Justin Chadwick,Drama,15.0,Idris Elba,1,True,Distant Horizons,True,United Kingdom,True,2013,Winter,2010,47131752,36803165
32000000,18254,en,Reds,4.602185,1981-12-25,40382659,195.0,Reds,7.1,67,Warren Beatty,Drama,36.0,Warren Beatty,3,False,Barclays Mercantile Industrial Finance,True,United States of America,False,1981,Winter,1980,110392199,139310330
40000000,881,en,A Few Good Men,40.379966,1992-12-11,243240178,138.0,A Few Good Men,7.1,877,Rob Reiner,Drama,16.0,Tom Cruise,4,True,David Brown Productions,False,United States of America,False,1992,Winter,1990,89430991,543830256
50000000,10877,en,Exit Wounds,12.601306,2001-03-13,79958599,101.0,Exit Wounds,5.3,110,Andrzej Bartkowiak,Action,27.0,Steven Seagal,3,False,Village Roadshow Pictures,True,Canada,True,2001,Spring,2000,88594352,141677605
30000000,9600,en,Big Momma's House,24.389194,2000-05-31,173959438,98.0,Big Momma's House,5.6,506,Raja Gosnell,Crime,6.0,Martin Lawrence,3,False,Twentieth Century Fox Film Corporation,True,Germany,True,2000,Spring,2000,54653835,316918349
30000000,71469,en,The Darkest Hour,23.328823,2011-12-22,64626786,89.0,The Darkest Hour,4.8,469,Chris Gorak,Horror,15.0,Emile Hirsch,0,False,Summit Entertainment,True,United States of America,True,2011,Winter,2010,41840697,90134325
33000000,85446,en,Step Up Revolution,29.775441,2012-07-26,140470746,99.0,Step Up Revolution,6.7,663,Scott Speer,Music,12.0,Kathryn McCormick,0,False,Summit Entertainment,False,United States of America,False,2012,Summer,2010,45089965,191933971
33000000,326,en,Snakes on a Plane,19.642328,2006-08-06,62022014,105.0,Snakes on a Plane,5.1,497,David R. Ellis,Action,19.0,Samuel L. Jackson,2,True,New Line Cinema,False,United States of America,False,2006,Summer,2000,51359963,96528737
33000000,7220,en,The Punisher,35.099611,2004-04-15,54700105,124.0,The Punisher,6.1,766,Jonathan Hensleigh,Action,33.0,Thomas Jane,1,False,Lions Gate Films,True,Germany,True,2004,Spring,2000,54799216,90834026
30000000,9763,en,Goal!: The Dream Begins,16.541791,2005-06-06,27610873,118.0,Goal!: The Dream Begins,6.6,238,Danny Cannon,Drama,17.0,Kuno Becker,0,False,Touchstone Pictures,True,United Kingdom,True,2005,Summer,2000,48195297,44357141
30000000,72387,en,Safe,31.92695,2012-04-16,40346186,94.0,Safe,6.3,799,Boaz Yakin,Action,15.0,Jason Statham,1,True,Lawrence Bender Productions,True,United States of America,False,2012,Spring,2010,40990877,55127519
32350000,1892,en,Return of the Jedi,46.509071,1983-05-23,572700000,135.0,Return of the Jedi,7.9,4665,Richard Marquand,Adventure,128.0,Mark Hamill,1,False,Lucasfilm,True,United States of America,False,1983,Spring,1980,101905857,1804064427
